tweet_id,created_date,username,screen_name,followers_count,friends_count,retweet_count,retweeted_username,content_type,mentioned_users,text
1492559547713601550,Sat Feb 12 18:01:41 +0000 2022,Gary Oldham 😷💉💉💉,garytx,4592,5123,11,NWS Austin/San Antonio,RT,['NWS Austin/San Antonio'],RT @NWSSanAntonio: 11:57 AM CST A band of light rain mixed with sleet is developing from near Bee Cave northeastward through Austin to near…
1492559547709505540,Sat Feb 12 18:01:41 +0000 2022,Troy Kimmel,troykimmelwx,2190,986,11,NWS Austin/San Antonio,RT,['NWS Austin/San Antonio'],RT @NWSSanAntonio: 11:57 AM CST A band of light rain mixed with sleet is developing from near Bee Cave northeastward through Austin to near…
1492559477169696773,Sat Feb 12 18:01:24 +0000 2022,NWS Austin/San Antonio,NWSSanAntonio,56444,245,11,NWS Austin/San Antonio,Tweet (self-loop),[],11:57 AM CST A band of light rain mixed with sleet is developing from near Bee Cave northeastward through Austin to near Taylor. No impacts are expected as temperatures remain in the mid 40s to near 50 degrees.  #txwx https://t.co/ty9Z87puou
1492559474166480897,Sat Feb 12 18:01:23 +0000 2022,Mary Peace Whiteaker,peacesangels,54,514,1,Mary Peace Whiteaker,Tweet (self-loop),[],Wintry Mix in North Austin #txwx https://t.co/27pzDMj7l3
1492559399243730949,Sat Feb 12 18:01:05 +0000 2022,jenbourgoyne🛹,jenbourgoyne,1545,2877,2,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']",RT @chrisnunley: The sleet has picked up in intensity in west Austin but it’ll be quick-hitting with now accumulations. It’s still hard to…
1492559388099239945,Sat Feb 12 18:01:03 +0000 2022,Providence Village,PV76227,293,149,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492559334043234305,Sat Feb 12 18:00:50 +0000 2022,Marina Neuman,MarinaENeuman,1645,218,1,Marina Neuman,Tweet (self-loop),['KENS 5'],Here's a look at your three day forecast across South Texas! #TXWX @kens5 https://t.co/7DcMNR7i7k
1492559133459034115,Sat Feb 12 18:00:02 +0000 2022,J. A. Q.,albertquiles,50,690,0,J. A. Q.,Tweet (self-loop),"['Weather Underground', 'The Weather Channel', 'Weathercloud']",#Weather #LongviexTX #KTXLONGV13 12:00 PM Temp= 40.1°F Wind= 3.1mph NW Rain= 0.01in @wunderground @weatherchannel @weathercloud #WX #TXWX
1492559128815812613,Sat Feb 12 18:00:01 +0000 2022,NWS Amarillo,NWSAmarillo,31294,151,0,NWS Amarillo,Tweet (self-loop),[],Warming temperatures early this week ahead of another cold front that may bring precipitation to the Panhandles Wednesday evening and into the overnight hours. Breezy conditions are expected midweek ahead of and following the next frontal passage. #phwx #txwx #okwx https://t.co/bmfl5K8vp4
1492559128107102216,Sat Feb 12 18:00:01 +0000 2022,Lake Alan Henry Weather,lahwx,230,79,0,Lake Alan Henry Weather,Tweet (self-loop),[],"Lake Alan Henry - Justiceburg #TX @ 12:00 PM - Temp: 41 (H:45/L:34), Hum: 34 %, DP: 14,Wind: N 13 G 25.0 mph,Rain: 0.00 in. #txwx"
1492559127985496064,Sat Feb 12 18:00:01 +0000 2022,SachseWx,sachseweather,95,19,0,SachseWx,Tweet (self-loop),[],12:00 PM Weather Conditions at Sachse #dfwwx #txwx #sachsewx #sachse https://t.co/261Dzn6KYb
1492559127511449602,Sat Feb 12 18:00:01 +0000 2022,John Stasulli,JohnStasulli,233,264,0,John Stasulli,Tweet (self-loop),[],"Good afternoon Killeen! It is currently 12:00PM with a temp of 45.7°F, Hum 49﹪, Winds from the NNE at 6.9 to 21.0mph, Rain 0.00in and Baro 29.71inHg #txwx #ctxwx #ctxrunning"
1492559124617379841,Sat Feb 12 18:00:00 +0000 2022,Al Hernandez,Al_PMA91,603,3477,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492559104329625607,Sat Feb 12 17:59:55 +0000 2022,Elaine Lee,eflintx,251,1201,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492558896757714944,Sat Feb 12 17:59:06 +0000 2022,KVUE News,KVUE,230973,1188,2,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']",RT @chrisnunley: The sleet has picked up in intensity in west Austin but it’ll be quick-hitting with now accumulations. It’s still hard to…
1492558426576199692,Sat Feb 12 17:57:13 +0000 2022,CollinCounty_TX ARES,CollinARES,378,17,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492558114612121605,Sat Feb 12 17:55:59 +0000 2022,CHARLES SCHLOTT,WXBEE1,321,1800,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492558095511339008,Sat Feb 12 17:55:55 +0000 2022,"Christopher Nunley, Ph.D.",chrisnunley,5720,4452,2,"Christopher Nunley, Ph.D.",Tweet (self-loop),[],"The sleet has picked up in intensity in west Austin but it’ll be quick-hitting with now accumulations. It’s still hard to fathom given it was nearly 80 just several hours ago!
#ATXwx #ATX #TXwx 
🔊⬆️‼️ https://t.co/cfL0XtlpCb https://t.co/XqsvycPOQi"
1492558022740217857,Sat Feb 12 17:55:37 +0000 2022,Thomas,kc5kct,115,617,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492557754564857861,Sat Feb 12 17:54:33 +0000 2022,Chris Ramirez Local 23 News,ChrisRamirezWx,1257,1182,0,Chris Ramirez Local 23 News,Tweet (self-loop),[],Isolated pockets of heavy rain moving through the lower valley as a weak cold front is moving through. Temperatures will be a bit chilly this evening in the 50s. #RGV #RGVwx #TXwx https://t.co/E8CTs6gwjQ
1492557625854156802,Sat Feb 12 17:54:03 +0000 2022,𝓽𝓲𝓯𝓯𝓪𝓷𝔂,1badgaltiti,381,219,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492557536150577153,Sat Feb 12 17:53:41 +0000 2022,Meteorologist Carlo Falco,CarloOn_Fox7,1645,116,8,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: 🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492557078963105793,Sat Feb 12 17:51:52 +0000 2022,txsarge,txsarge,128,157,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492556955847643142,Sat Feb 12 17:51:23 +0000 2022,Justin Tx Weather,TxJustinWX,173,185,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492556577747972098,Sat Feb 12 17:49:53 +0000 2022,J Weather,juvenalb17,447,457,8,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: 🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492556283588890629,Sat Feb 12 17:48:43 +0000 2022,Adam Clark,360Killer1,145,135,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492556215842390019,Sat Feb 12 17:48:26 +0000 2022,2022 Version of The Salsa Czar,DannySalazarSr,2234,3249,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492556132417683457,Sat Feb 12 17:48:06 +0000 2022,zephdrouhin,zephtx,2129,1996,8,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: 🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492556109491679236,Sat Feb 12 17:48:01 +0000 2022,J Weather,juvenalb17,447,457,0,J Weather,Tweet (self-loop),[],"Wintry reports on the rise in CTX as moisture falls over a chilly air mass . Surface temps are above freezing in addition to drier air , but colder air aloft makes it possible for sleet and snowflakes to fall . All of which won’t accumulate . #txwx #atxwx #ctxwx https://t.co/1dzubgyeaq"
1492556091863052292,Sat Feb 12 17:47:57 +0000 2022,maddie,rocketgobrrrrr,35,393,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492556062825889797,Sat Feb 12 17:47:50 +0000 2022,Lance Conrad,LanceConrad1,615,1056,26,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surf…
1492555947889336330,Sat Feb 12 17:47:22 +0000 2022,NWS Fort Worth,NWSFortWorth,136596,211,26,NWS Fort Worth,Tweet (self-loop),[],"Update: Here's the latest on the snow flurries/light sleet this afternoon. Minor accumulations may occur on elevated surfaces in a few areas, but most won't see any accumulations. Still no impacts expected. #dfwwx #ctxwx #txwx https://t.co/Y24f7im339"
1492555807292022785,Sat Feb 12 17:46:49 +0000 2022,Harry WX,harrywx1999,1504,479,8,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: 🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492555530199572488,Sat Feb 12 17:45:43 +0000 2022,KVUE News,KVUE,230973,1188,8,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: 🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492555304671891459,Sat Feb 12 17:44:49 +0000 2022,"Christopher Nunley, Ph.D.",chrisnunley,5720,4452,8,"Christopher Nunley, Ph.D.",Tweet (self-loop),[],"🔊⬆️
It’s SLEETING in west Austin🌨
#TXwx #ATXwx #ATX https://t.co/yKbtR7gCyK"
1492554963029053440,Sat Feb 12 17:43:28 +0000 2022,laura kay,sallyatticum,620,1401,2,"Christopher Nunley, Ph.D.",RT,"['Christopher Nunley, Ph.D.']","RT @chrisnunley: A week of Central Texas weather⬇️

Seventies🥵 ➡️ snow/sleet❄️ ➡️ strong/severe storms⛈

#TXwx"
1492552590772641792,Sat Feb 12 17:34:02 +0000 2022,Doc Deason,docdeason,3205,3168,0,Doc Deason,Tweet (self-loop),[],Smith County: It’s Snowing and they’re hiring at Local BBQ in South Tyler. #etxwx #txwx https://t.co/HwPD6Qgp81
1492550097917333509,Sat Feb 12 17:24:08 +0000 2022,Jana Wilson,janadegrand,1996,3465,0,Jana Wilson,Tweet (self-loop),['laura swanson'],@LauraLeeSwanson 90% chance of snow around noon in my neighborhood #txwx
1492548432464068613,Sat Feb 12 17:17:31 +0000 2022,$ammy,Sammy_slammac,244,258,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492548081874874370,Sat Feb 12 17:16:07 +0000 2022,Tonie Boaman ✍🏻💡👩🏻‍🏫,TonieBoaman,7440,7395,12,WTUS Dallas,RT,['WTUS Dallas'],RT @wtusdallas: Models are looking very interesting for a severe weather threat across our area. We are still ways away and things will cha…
1492547874214887426,Sat Feb 12 17:15:18 +0000 2022,Robert Szot,peshweeklywx,208,211,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492547745923710988,Sat Feb 12 17:14:47 +0000 2022,"Christopher Nunley, Ph.D.",chrisnunley,5720,4452,2,"Christopher Nunley, Ph.D.",Tweet (self-loop),[],"A week of Central Texas weather⬇️

Seventies🥵 ➡️ snow/sleet❄️ ➡️ strong/severe storms⛈

#TXwx"
1492547587383205889,Sat Feb 12 17:14:09 +0000 2022,K5OUN,K5OUN,596,456,6,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Warm and windy conditions will greet us as we begin a new work week. Highs  will be about 10-15 degrees above normal. Tue…
1492547551807127557,Sat Feb 12 17:14:01 +0000 2022,Tonie Boaman ✍🏻💡👩🏻‍🏫,TonieBoaman,7440,7395,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492547529099157509,Sat Feb 12 17:13:55 +0000 2022,K5OUN,K5OUN,596,456,20,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Storm chances will be increasing by the middle of the week across the region. The greatest rain chances will be along and…
1492546775886049283,Sat Feb 12 17:10:56 +0000 2022,K5OUN,K5OUN,596,456,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492546489184407553,Sat Feb 12 17:09:47 +0000 2022,Aníbal,Anibal_Rdz,138,93,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492546296829431809,Sat Feb 12 17:09:01 +0000 2022,Lynzi Taylor,LynziNTaylorTTV,72,246,0,Lynzi Taylor,Tweet (self-loop),[],"Excuse me Texas weather, but could you please explain why it just got cold AF and dreary out? Teasing us with Spring was cruel. Give me back my sun… #txwx #texasweather #wtf #nothankyou https://t.co/FBYGpQsDra"
1492546101009952768,Sat Feb 12 17:08:15 +0000 2022,Phantom,354Phantom,1312,4994,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492545919580983296,Sat Feb 12 17:07:32 +0000 2022,Keith D McMurdo,KeithDMcMurdo,5093,5389,38,🎙LoriGrace.crypto,RT,['🎙LoriGrace.crypto'],"RT @lorigraceaz: Take me back to El Paso, Texas, 2019.  Early morning, just before dawn, a storm moved north from Ciudad Juarez, Mexico and…"
1492545039687372801,Sat Feb 12 17:04:02 +0000 2022,"Plano, Texas Weather",PlanoWX,824,5,0,"Plano, Texas Weather",Tweet (self-loop),[],"11:00am Cloudy/Dry, Temp 37F(H55/L37), Wind N 14-&gt;35mph, Baro 30.44in, RainToday 0.00in, Hum 37% https://t.co/ETx76dQRWT #dfwwx #txwx #plano"
1492544977846607878,Sat Feb 12 17:03:47 +0000 2022,Scott Nelson,ScottNelson77,230,481,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492544717103448073,Sat Feb 12 17:02:45 +0000 2022,Dan Henry,Fox4Weather,27719,143,0,Dan Henry,Tweet (self-loop),[],Here's what's going on outside and the forecast for the rest of your day! #fox4weather #txwx https://t.co/irnez2sUG7
1492544629811601412,Sat Feb 12 17:02:24 +0000 2022,Andrew Hatter,Andrew_weather,390,4843,1,NWS Lubbock,RT,['NWS Lubbock'],RT @NWSLubbock: 11:00AM UPDATE: Some locations in the southwestern Texas Panhandle and northern South Plains received up to an inch of snow…
1492544364907802630,Sat Feb 12 17:01:21 +0000 2022,⚡️ Simple Weather Alert,SimpleWeather4U,1817,167,0,⚡️ Simple Weather Alert,Tweet (self-loop),[],"NWS Alert&gt; Updated: Wind Advisory in effect from Noon in Austin, Brazoria, Brazos, Burleson, Colorado, Fort Bend, Grimes, Jackson, Madison, Matagorda, Waller, Washington and Wharton Counties in TX #txwx https://t.co/x5eKmLqfW8"
1492544058501349380,Sat Feb 12 17:00:08 +0000 2022,KVUE News,KVUE,230973,1188,0,KVUE News,Tweet (self-loop),[],"Forecast: Colder and windy with spot showers Saturday
 https://t.co/VrNsdwIEYE #Austin #weather #atxwx #txwx"
1492544029187358722,Sat Feb 12 17:00:01 +0000 2022,Lake Alan Henry Weather,lahwx,230,79,0,Lake Alan Henry Weather,Tweet (self-loop),[],"Lake Alan Henry - Justiceburg #TX @ 11:00 AM - Temp: 37 (H:45/L:34), Hum: 40 %, DP: 15,Wind: N 17 G 28.0 mph,Rain: 0.00 in. #txwx"
1492544029061521415,Sat Feb 12 17:00:01 +0000 2022,J. A. Q.,albertquiles,50,690,0,J. A. Q.,Tweet (self-loop),"['Weather Underground', 'The Weather Channel', 'Weathercloud']",#Weather #LongviexTX #KTXLONGV13 11:00 AM Temp= 41.4°F Wind= 3.1mph NW Rain= 0.02in @wunderground @weatherchannel @weathercloud #WX #TXWX
1492544028289683460,Sat Feb 12 17:00:01 +0000 2022,SachseWx,sachseweather,95,19,0,SachseWx,Tweet (self-loop),[],11:00 AM Weather Conditions at Sachse #dfwwx #txwx #sachsewx #sachse https://t.co/6PwYBU0J4D
1492543950745325569,Sat Feb 12 16:59:42 +0000 2022,NWS Lubbock,NWSLubbock,19479,126,1,NWS Lubbock,Tweet (self-loop),[],11:00AM UPDATE: Some locations in the southwestern Texas Panhandle and northern South Plains received up to an inch of snow overnight/early this morning. The lingering light snow is now out of our area and headed toward the I20 corridor. #lubwx #txwx https://t.co/23t48CUiJS
1492543237327839235,Sat Feb 12 16:56:52 +0000 2022,Texas+Water 🌊,TexasPlusWater,668,615,6,Texas+Water 🌊,RT,['Texas+Water 🌊'],RT @TexasPlusWater: Every month Texas+Water covers #Texas #water news and features original content such as the Outlook+Water and Q&amp;A+Water…
1492542497498832898,Sat Feb 12 16:53:56 +0000 2022,Andrew Hatter,Andrew_weather,390,4843,1,NWS Midland,RT,['NWS Midland'],"RT @NWSMidland: 945am MST: Light snow is currently being reported in Artesia, though elsewhere, precipitation has largely diminished this m…"
1492541617693237253,Sat Feb 12 16:50:26 +0000 2022,Josey Waless,JoseyWaless1,1343,1609,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492540959825055750,Sat Feb 12 16:47:49 +0000 2022,NWS Midland,NWSMidland,11814,153,1,NWS Midland,Tweet (self-loop),[],"945am MST: Light snow is currently being reported in Artesia, though elsewhere, precipitation has largely diminished this morning. Expect any lingering rain/snow to come to an end fairly quickly, with clearing skies through this afternoon #nmwx #txwx"
1492540933623226369,Sat Feb 12 16:47:43 +0000 2022,Brenden Mincheff,BrendenMincheff,641,642,0,Brenden Mincheff,Tweet (self-loop),[],"There's no time like the present! Let's make it a great day! Here's a look at high temps across the Lone Star State.

#StormTracker9 #TXwx https://t.co/wNEhauqHuU"
1492540377932480518,Sat Feb 12 16:45:30 +0000 2022,WatchStorms.com,WatchWx,1213,865,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492540218683052032,Sat Feb 12 16:44:52 +0000 2022,WatchStorms.com,WatchWx,1213,865,1,JR ©,RT,['JR ©'],RT @JohnRichTX: Wind continues #txwx https://t.co/tiiI9ssPvy
1492540132993519621,Sat Feb 12 16:44:32 +0000 2022,NWS LSR,NWS_LSR_Bot,175,0,0,NWS LSR,Tweet (self-loop),[],"SNOW  Mag: M1.5 INCH 
From: WFO AMA
Location: WSW AMARILLO, TX
Time: 0830 AM  LT on 02/12/2022
Source: BROADCAST MEDIA
Remarks: NA
#TXwx"
1492540120431534080,Sat Feb 12 16:44:29 +0000 2022,joestar ⭐️,estopfany,1442,1294,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492539943918477314,Sat Feb 12 16:43:47 +0000 2022,R. Schultz (Sess1979),R_Schultz1979,52,89,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492539899945357317,Sat Feb 12 16:43:36 +0000 2022,Brian D. Merrell,Weatherman1996,380,988,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492539767199875081,Sat Feb 12 16:43:05 +0000 2022,Kristin Diaz,KristinDiazTv,3285,1270,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492539745464901632,Sat Feb 12 16:43:00 +0000 2022,Andrew Hatter,Andrew_weather,390,4843,1,NWS Corpus Christi,RT,['NWS Corpus Christi'],"RT @NWSCorpus: UPDATE: In response to a cold front, a Wind Advisory is in effect today for the Coastal Plains, and a Gale Warning for the C…"
1492539595036241922,Sat Feb 12 16:42:24 +0000 2022,"Clean Cut, Inc.",MulletNationInc,832,4741,8,Texas Storm Chasers,RT,['Texas Storm Chasers'],"RT @TxStormChasers: 1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief pe…"
1492539112565452805,Sat Feb 12 16:40:29 +0000 2022,Texas Storm Chasers,TxStormChasers,265931,90309,8,Texas Storm Chasers,Tweet (self-loop),[],"1040AM: Some folks across Northeast Texas this morning, south into the Brazos Valley this afternoon, may see a brief period of sleet and snow. Temperatures at the surface &amp; ground will remain above freezing - so we don't expect any mischief. (Yet, some will still panic) #txwx"
1492538594736627717,Sat Feb 12 16:38:25 +0000 2022,JR ©,JohnRichTX,3803,678,1,JR ©,Tweet (self-loop),[],Wind continues #txwx https://t.co/tiiI9ssPvy
1492537009658904577,Sat Feb 12 16:32:07 +0000 2022,Burnet WX⛈,NoahWxBurnet,164,174,0,Burnet WX⛈,Tweet (self-loop),[],Windy! #txwx https://t.co/z7COgDTrML
1492535588897148932,Sat Feb 12 16:26:29 +0000 2022,Lucky Mendez,rmendez1,1434,5003,3,NWS Corpus Christi,RT,['NWS Corpus Christi'],RT @NWSCorpus: 10:20 AM Radar: Light showers are popping up over the Coastal Plains and will continue to push south as a strong cold front…
1492535562342912000,Sat Feb 12 16:26:22 +0000 2022,NWS Corpus Christi,NWSCorpus,26308,195,3,NWS Corpus Christi,Tweet (self-loop),[],10:20 AM Radar: Light showers are popping up over the Coastal Plains and will continue to push south as a strong cold front pushes through the region. Expect strong northerly winds in the afternoon along with drier conditions. #txwx #stxwx https://t.co/WFTgaJgprZ
1492535450375884802,Sat Feb 12 16:25:55 +0000 2022,William Cole🌪,TXWXTracker,20880,228,0,William Cole🌪,Tweet (self-loop),[],Saturday's National Forecast Maps - https://t.co/gl8VjO1F6r  #dfwwx #txwx https://t.co/fBWdBZgaQz
1492534645359009793,Sat Feb 12 16:22:44 +0000 2022,Molla Knudson 😷🇺🇸🌲🕊,KnudsonMolla,104,723,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492534015773057031,Sat Feb 12 16:20:13 +0000 2022,Matt Hines,MattHinesTX,2228,549,0,Matt Hines,Tweet (self-loop),[],"This time a year ago, the winter from hell was just getting going… #txwx https://t.co/XUjxHv22GZ"
1492533984508661767,Sat Feb 12 16:20:06 +0000 2022,NWS Corpus Christi,NWSCorpus,26308,195,1,NWS Corpus Christi,Tweet (self-loop),[],"UPDATE: In response to a cold front, a Wind Advisory is in effect today for the Coastal Plains, and a Gale Warning for the Coastal Waters. #txwx #stxwx https://t.co/MvgoDDWeEF"
1492533922290352131,Sat Feb 12 16:19:51 +0000 2022,Licykha,licykha,107,1412,38,🎙LoriGrace.crypto,RT,['🎙LoriGrace.crypto'],"RT @lorigraceaz: Take me back to El Paso, Texas, 2019.  Early morning, just before dawn, a storm moved north from Ciudad Juarez, Mexico and…"
1492533791855947786,Sat Feb 12 16:19:20 +0000 2022,Doc Deason,docdeason,3205,3168,0,Doc Deason,Tweet (self-loop),[],Wood County: I've now received multiple reports of Wintry mix in the Quitman area. Ditto from Canton. #etxwx #txwx
1492533041264214027,Sat Feb 12 16:16:21 +0000 2022,⚡️ Simple Weather Alert,SimpleWeather4U,1817,167,0,⚡️ Simple Weather Alert,Tweet (self-loop),[],"NWS Alert&gt; A Strong Cold Front has Moved Through The Region &amp; N Winds are Increasing, Especially Across The Hill Country &amp; for Areas Along The Interstate 35 Corridor. A Few Locations Could Briefly See Sustained Winds Near... #txwx https://t.co/1E4pRqYGeG"
1492533029927010313,Sat Feb 12 16:16:18 +0000 2022,Kevin Ramirez,TXTornadoChaser,318,361,0,Kevin Ramirez,Tweet (self-loop),[],"NWS Alert&gt; A Strong Cold Front has Moved Through The Region &amp; N Winds are Increasing, Especially Across The Hill Country &amp; for Areas Along The Interstate 35 Corridor. A Few Locations Could Briefly See Sustained Winds Near... #txwx https://t.co/bVJiUd6JYb"
1492532257063460866,Sat Feb 12 16:13:14 +0000 2022,CHARLES SCHLOTT,WXBEE1,321,1800,20,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: Storm chances will be increasing by the middle of the week across the region. The greatest rain chances will be along and…
1492532245327974409,Sat Feb 12 16:13:11 +0000 2022,gavintheweatherman,gavintheweathe1,8,75,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492530656374665216,Sat Feb 12 16:06:53 +0000 2022,Tony,tgalo395,142,213,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492530484949233672,Sat Feb 12 16:06:12 +0000 2022,Adam Clark,360Killer1,145,135,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492529964234809348,Sat Feb 12 16:04:07 +0000 2022,"Plano, Texas Weather",PlanoWX,824,5,0,"Plano, Texas Weather",Tweet (self-loop),[],"Forecast for Today: Becoming Sunny 46F/29F, Tomorrow: Sunny 62F/36F https://t.co/zKKpigoXMC #dfwwx #txwx #plano"
1492529756633448452,Sat Feb 12 16:03:18 +0000 2022,Port Aransas Explorer,PortAransasTex,4561,487,0,Port Aransas Explorer,Tweet (self-loop),[],Cloudy/Wind today in #PortAransas. High 63F • Low 39F. #portaransastex #weather #txwx
1492529749851320321,Sat Feb 12 16:03:16 +0000 2022,Harry WX,harrywx1999,1504,479,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
1492529415204614145,Sat Feb 12 16:01:57 +0000 2022,AlexKS,AlexLivesHere1,63,150,46,NWS Fort Worth,RT,['NWS Fort Worth'],RT @NWSFortWorth: It is cold enough above the surface for some light sleet or snow flurries to fall through this morning. No accumulation i…
